"","withinss","betweenss","between_total"
"1",78,0,0
"2",33.4798666670371,44.5201333329629,0.570770940166191
"3",13.5898654306919,64.4101345693081,0.825770956016771
"4",7.04755426219664,70.9524457378034,0.909646740228248
"5",6.76747543166444,71.2325245683356,0.913237494465841
"6",2.47465678204564,75.5253432179544,0.968273630999415
"7",2.28292091762201,75.717079082378,0.97073178310741
"8",1.86286740083479,76.1371325991652,0.976117084604682
"9",1.76898494141658,76.2310150585834,0.977320705879274
"10",1.44969432312853,76.5503056768715,0.981414175344506
