"","withinss","betweenss","between_total"
"1",78,0,0
"2",33.2581937343458,44.7418062656542,0.57361290084172
"3",32.228564083323,45.771435916677,0.586813280983039
"4",25.1276672725577,52.8723327274423,0.677850419582594
"5",10.2170953399807,67.7829046600193,0.869011598205376
"6",7.08199855773468,70.9180014422653,0.909205146695709
"7",6.89789466665529,71.1021053333447,0.911565452991599
"8",2.70154188724831,75.2984581127517,0.965364847599381
"9",2.58486913043797,75.415130869562,0.966860652173872
"10",1.99340733147092,76.0065926685291,0.974443495750373
