"","withinss","betweenss","between_total"
"1",78,0,0
"2",33.6467498380569,44.3532501619431,0.568631412332604
"3",15.2645241771915,62.7354758228085,0.804300972087288
"4",9.45746015745492,68.5425398425451,0.87875051080186
"5",4.75863602068423,73.2413639793158,0.938991845888664
"6",3.83181469357511,74.1681853064249,0.950874170595191
"7",3.05551406179565,74.9444859382044,0.960826742797492
"8",2.20343751232636,75.7965624876736,0.971750801124021
"9",1.80896086583196,76.1910391341681,0.976808194027796
"10",1.45637803125194,76.5436219687481,0.981328486778821
