"","withinss","betweenss","between_total"
"1",78,0,0
"2",32.6763232788818,45.3236767211182,0.581072778475874
"3",13.6519592850908,64.3480407149092,0.824974880960375
"4",7.04755426219664,70.9524457378034,0.909646740228248
"5",2.75473561257784,75.2452643874222,0.964682876761823
"6",1.9250029474972,76.0749970525028,0.975320475032087
"7",1.51756321255635,76.4824367874436,0.980544061377483
"8",1.23748438202415,76.7625156179759,0.984134815615075
"9",1.02489916918634,76.9751008308137,0.986860267061714
"10",0.833163304762716,77.1668366952373,0.989318419169709
