"","withinss","betweenss","between_total"
"1",81,0,0
"2",36.9973982818102,44.0026017181898,0.543241996520862
"3",22.2970990522317,58.7029009477683,0.724727172194671
"4",15.2593808273161,65.7406191726839,0.811612582378814
"5",6.67414615329624,74.3258538467038,0.917603133909923
"6",4.43509945667673,76.5649005433233,0.94524568572004
"7",2.86701818825395,78.132981811746,0.96460471372526
"8",2.22949044311264,78.7705095568874,0.972475426628239
"9",1.59457143262645,79.4054285673735,0.980313932930538
"10",1.1784179191456,79.8215820808544,0.985451630627832
